ETER ID,Institution Name,Reference year,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,Flag Academic Staff FTE,Total academic staff (HC),Flag Academic Staff HC,Country code
AL0001,Universiteti i Tiranës,2016,public,uni,,,27284.0,0,,0,AL
AL0002,Universiteti Politeknik i Tiranës,2016,public,uni,,,14117.0,0,,0,AL
AL0003,Universiteti Bujqësor i Tiranës,2016,public,uni,,,10465.0,0,,0,AL
AL0004,"Universiteti i Elbasanit ""Aleksandër Xhuvani""",2016,public,uni,,,12992.0,0,,0,AL
AL0005,"Universiteti i Shkodrës ""Luigj Gurakuqi""",2016,public,uni,,,7915.0,0,,0,AL
AL0006,"Universiteti ""Eqrem Çabej"", Gjirokastër",2016,public,uni,,,1616.0,0,,0,AL
AL0007,"Universiteti ""Fan S. Noli"", Korçë",2016,public,uni,,,4465.0,0,,0,AL
AL0008,"Universiteti ""Ismail Qemali"", Vlorë",2016,public,uni,,,8787.0,0,,0,AL
AL0009,"Universiteti ""Aleksandër Moisiu"", Durrës",2016,public,uni,,,15981.0,0,,0,AL
AL0010,Universiteti i Arteve,2016,public,uni,,,990.0,0,6639.0,0,AL
AL0011,Universiteti i Sporteve të Tiranës,2016,public,uni,,,1349.0,0,3000.0,0,AL
AL0012,"Universiteti i Mjekësisë, Tiranë",2016,public,uni,,,7427.0,0,3206.0,0,AL
AL0013,Universiteti i New York-ut në Tiranë,2016,private,uni,,,706.0,0,1926.0,0,AL
AL0014,"Universiteti Privat ""Albanian University""",2016,private,uni,,,6965.0,0,3708.0,0,AL
AL0015,"Universiteti Katolik ""Zoja e Këshillit të Mirë""",2016,private,uni,,,1980.0,0,2306.0,0,AL
AL0016,Universiteti Europian i Tiranës,2016,private,uni,,,4210.0,0,909.0,0,AL
AL0017,"Universiteti ""Aldent""",2016,private,uni,,,1245.0,0,1943.0,0,AL
AL0018,Universiteti Polis,2016,private,uni,,,673.0,0,730.0,0,AL
AL0019,"Universiteti ""EPOKA""",2016,private,uni,,,1555.0,0,1637.0,0,AL
AL0020,"Universiteti ""Mesdhetar i Shqipërisë""",2016,private,uni,,,1005.0,0,1991.0,0,AL
AL0021,EPITECH ALBANIA,2016,private,uni,,,,0,1029.0,0,AL
AL0022,"Shkolla e lartë universitare, jopublike, Universiteti ""Marin Barleti""",2016,private,other,,,1139.0,0,1466.0,0,AL
AL0023,"Shkolla e Larte ""Nehemia""",2016,private,other,,,0.0,0,3580.0,0,AL
AL0024,"Shkolla private e arsimit të lartë, ""Universiteti Metropolitan Tirana""",2016,private,other,,,729.0,0,1474.0,0,AL
AL0025,Akademia e Forcave të Armatosura,2016,public,other,,,0.0,0,1166.0,0,AL
AL0026,Akademia e Sigurisë,2016,public,other,,,,0,307.0,0,AL
AL0027,"Akademia e Filmit dhe Multimedias ""Marubi""",2016,private,other,,,15.0,0,529.0,0,AL
AL0028,"Kolegji Universitar ""Luarasi""",2016,private,other,,,595.0,0,942.0,0,AL
AL0029,"Kolegji Universitar ""Qiriazi""",2016,private,other,,,0.0,0,556.0,0,AL
AL0030,"Kolegji Universitar ""WISDOM""",2016,private,other,,,322.0,0,501.0,0,AL
AL0031,"Kolegji Profesional Privat, ""Ivoclar Vivadent & Partners""",2016,private,other,,,16.0,0,435.0,0,AL
AL0032,"Kolegji Universitar ""Pavarësia Vlorë""",2016,private,other,,,409.0,0,81.0,0,AL
AL0033,"Kolegji Universitar ""LOGOS""",2016,private,other,,,352.0,0,277.0,0,AL
AL0034,Tirana Business University College,2016,private,other,,,465.0,0,1431.0,0,AL
AL0035,"Kolegji Universitar ""Bedër""",2016,private,other,,,755.0,0,37.0,0,AL
AL0036,"Kolegji Universitar ""I Biznesit""",2016,private,other,,,284.0,0,216.0,0,AL
AL0037,"Kolegji Universitar ""REALD""",2016,private,other,,,337.0,0,153.0,0,AL
AL0038,"Kolegji Universitar ""Instituti Kanadez i Teknologjisë""",2016,private,other,,,415.0,0,292.0,0,AL
AL0039,Kolegji Profesional i Tiranës,2016,private,other,,,342.0,0,751.0,0,AL
AL0066,Qendra e Studimeve Albanologjike,2016,public,other,,,0.0,0,106.0,0,AL
AT0001,Universität Wien,2016,public,uni,5362.97,3411.57,74010.59,0,64.0,0,AT
AT0002,Universität Graz,2016,public,uni,2364.39,1343.68,23722.78,0,525.0,0,AT
AT0003,Universität Innsbruck,2016,public,uni,2543.37,1570.67,23822.7,0,183.0,0,AT
AT0004,Universität Salzburg,2016,public,uni,1671.67,1020.95,14020.01,0,1224.0,0,AT
AT0005,Technische Universität Wien,2016,public,uni,3318.02,2339.23,24471.96,0,415.0,0,AT
AT0006,Technische Universität Graz,2016,public,uni,2227.15,1408.15,11528.09,0,337.0,0,AT
AT0007,Montanuniversität Leoben,2016,public,uni,813.57,512.41,3377.36,0,344.0,0,AT
AT0008,Universität für Bodenkultur Wien,2016,public,uni,1641.48,1080.16,10114.98,0,587.0,0,AT
AT0009,Veterinärmedizinische Universität Wien,2016,public,uni,1083.38,526.79,1724.7,0,282.0,0,AT
AT0010,Wirtschaftsuniversität Wien,2016,public,uni,1348.74,775.63,19770.87,0,344.0,0,AT
AT0011,Universität Linz,2016,public,uni,1737.23,1044.74,16133.25,0,174.0,0,AT
AT0012,Universität Klagenfurt,2016,public,uni,835.58,497.49,8127.37,0,448.0,0,AT
AT0013,Universität für Weiterbildung Krems,2016,public,uni,526.09,303.56,8471.86,0,1023.0,0,AT
AT0014,Medizinische Universität Wien,2016,public,uni,4174.91,2633.87,5369.28,0,307.0,0,AT
AT0015,Medizinische Universität Graz,2016,public,uni,1841.95,994.27,3217.0,0,39.0,0,AT
AT0016,Medizinische Universität Innsbruck,2016,public,uni,1554.97,908.25,2505.42,0,779.0,0,AT
AT0017,Akademie der bildenden Künste Wien,2016,public,uni,285.41,153.34,1033.29,0,1150.0,0,AT
AT0018,Universität für angewandte Kunst Wien,2016,public,uni,402.79,235.81,1153.2,0,909.0,0,AT
AT0019,Universität für Musik und darstellende Kunst Wien,2016,public,uni,884.05,595.55,1973.18,0,433.0,0,AT
AT0020,Universität Mozarteum Salzburg,2016,public,uni,438.34,301.41,1298.61,0,735.0,0,AT
AT0021,Universität für Musik und darstellende Kunst Graz,2016,public,uni,455.61,295.35,1383.31,0,1023.0,0,AT
AT0022,Universität für künstlerische und industrielle Gestaltung Linz,2016,public,uni,221.04,133.68,974.01,0,126.0,0,AT
AT0023,Katholische Privatuniversität Linz,2016,private,uni,62.58,50.12,269.32,0,431.0,0,AT
AT0025,"Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik",2016,private,uni,126.22,87.75,726.62,0,2291.0,0,AT
AT0026,Paracelsus Medizinische Privatuniversität Salzburg,2016,private,uni,218.4,190.04,868.67,2,2106.0,0,AT
AT0027,Webster University Vienna - Private University,2016,private,uni,60.08,30.5,363.2,2,,1,AT
AT0028,Anton Bruckner Privatuniversität,2016,private,uni,158.85,125.58,553.2,0,622.0,0,AT
AT0030,NDU New Design University Privatuniversität St. Pölten,2016,private,uni,35.18,20.88,315.67,0,159.0,2,AT
AT0031,Musik und Kunst Privatuniversität der Stadt Wien,2016,private,uni,194.68,163.02,540.87,0,961.0,0,AT
AT0032,Sigmund Freud Privatuniversität Wien,2016,private,uni,191.34,120.75,2739.18,1,628.0,1,AT
AT0033,MODUL University Vienna,2016,private,uni,111.7,49.28,332.83,0,1056.0,0,AT
AT0034,Privatuniversität Schloss Seeburg,2016,private,uni,27.51,15.48,431.5,0,700.0,0,AT
AT0035,Private Pädagogische Hochschule Stiftung Burgenland,2016,private,other,,49.74,642.17,0,1386.0,1,AT
AT0036,Pädagogische Hochschule Kärnten,2016,public,other,,72.44,766.34,0,795.0,1,AT
AT0037,Pädagogische Hochschule Niederösterreich,2016,public,other,,105.05,2607.91,0,2156.0,1,AT
AT0038,Pädagogische Hochschule Oberösterreich,2016,public,other,,140.36,1976.53,0,121.0,1,AT
AT0039,Private Pädagogische Hochschule der Diözese Linz,2016,private,other,,112.36,1541.9,0,640.0,0,AT
AT0040,Pädagogische Hochschule Salzburg Stefan Zweig,2016,public,other,,87.64,835.65,2,409.0,1,AT
AT0041,Pädagogische Hochschule Steiermark,2016,public,other,,118.91,1911.16,0,,1,AT
AT0042,Kirchliche Pädagogische Hochschule der Stiftung der Diözese Graz-Seckau,2016,private,other,,57.99,692.22,0,,1,AT
AT0043,Pädagogische Hochschule Tirol,2016,public,other,,112.3,1181.35,0,,1,AT
AT0044,Kirchliche Pädagogische Hochschule Edith Stein,2016,private,other,,46.53,542.69,0,,1,AT
AT0045,Pädagogische Hochschule Vorarlberg,2016,public,other,,46.91,672.83,0,,1,AT
AT0046,Pädagogische Hochschule Wien,2016,public,other,,186.65,3966.94,0,,0,AT
AT0047,Kirchliche Pädagogische Hochschule Wien/Krems,2016,private,other,,157.82,3793.26,0,,1,AT
AT0048,Hochschule für Agrar- und Umweltpädagogik Wien,2016,public,other,,27.95,489.37,0,,0,AT
AT0049,Fachhochschule Burgenland GmbH,2016,private government dependent,uas,329.0,250.25,2853.02,0,,1,AT
AT0050,Fachhochschule Salzburg GmbH,2016,private government dependent,uas,570.0,462.0,2865.28,0,,0,AT
AT0051,Fachhochschule St. Pölten GmbH,2016,private government dependent,uas,478.0,316.75,2623.47,0,,0,AT
AT0052,CAMPUS 02 Fachhochschule der Wirtschaft GmbH,2016,private government dependent,uas,177.75,138.0,1247.74,0,,0,AT
AT0053,Fachhochschule des bfi Wien GmbH,2016,private government dependent,uas,277.25,236.0,2017.12,0,,0,AT
AT0054,MCI - Management Center Innsbruck Internationale Hochschule GmbH,2016,private government dependent,uas,492.75,405.0,2979.87,0,,0,AT
AT0055,"Bundesministerium für Landesverteidigung und Sport, Sektion II, Gruppe Ausbildungswesen, Ausbildung A",2016,public,uas,94.75,68.75,124.83,1,,0,AT
AT0056,FHS Kufstein Tirol Bildungs GmbH,2016,private government dependent,uas,229.5,161.0,1733.25,0,,0,AT
AT0057,FH OÖ Studienbetriebs GmbH,2016,private government dependent,uas,1240.0,1017.25,5728.08,0,,0,AT
AT0058,Fachhochschule Campus Wien,2016,private government dependent,uas,894.0,691.75,5458.72,0,,0,AT
AT0059,Lauder Business School,2016,private government dependent,uas,23.25,22.0,354.5,0,,1,AT
AT0060,FHG – Zentrum für Gesundheitsberufe Tirol GmbH,2016,private government dependent,uas,194.5,177.75,670.83,0,,0,AT
AT0061,FFH Gesellschaft zur Erhaltung und Durchführung von Fachhochschul-Studiengängen mbH,2016,private government dependent,uas,81.25,47.75,665.23,0,,0,AT
AT0062,FHWien der WKW,2016,private government dependent,uas,361.75,291.75,3218.41,1,,1,AT
AT0063,Fachhochschule Vorarlberg GmbH,2016,private government dependent,uas,350.75,243.5,1403.5,0,,1,AT
AT0064,Fachhochschule Technikum Wien,2016,private government dependent,uas,658.75,453.25,4130.31,1,,1,AT
AT0065,IMC Fachhochschule Krems GmbH,2016,private government dependent,uas,394.75,271.0,2645.92,0,,0,AT
AT0066,Fachhochschule Wiener Neustadt für Wirtschaft und Technik GmbH,2016,private government dependent,uas,622.0,476.5,3578.2,0,,0,AT
AT0067,Fachhochschule Kärnten,2016,private government dependent,uas,819.25,696.75,2376.88,0,,0,AT
AT0068,FH JOANNEUM Gesellschaft mbH,2016,private government dependent,uas,955.0,791.5,4210.7,0,,0,AT
AT0069,Danube Private University,2016,private,uni,97.44,52.5,1091.33,1,,0,AT
AT0070,FH Gesundheitsberufe Oberösterreich,2016,private government dependent,uas,209.25,194.0,796.33,1,,0,AT
AT0071,Karl Landsteiner Privatuniversität für Gesundheitswissenschaften,2016,private,uni,49.98,46.93,119.58,0,,1,AT
BE0005,Université de Namur,2016,private government dependent,uni,,,,0,,0,BE
BE0006,Université Saint-Louis - Bruxelles,2016,private government dependent,uni,,,,0,,0,BE
BE0007,Université catholique de Louvain,2016,private government dependent,uni,,,,0,,0,BE
BE0008,Université de Liège,2016,public,uni,,,,0,,0,BE
BE0009,Université de Mons,2016,public,uni,,,,0,,0,BE
BE0010,Université libre de Bruxelles,2016,private government dependent,uni,,,,0,,0,BE
BE0011,Haute Ecole ICHEC - ECAM - ISFSC,2016,private government dependent,uas,,,,0,9084.0,0,BE
BE0012,Haute École Albert Jacquard,2016,public,uas,,,,0,62.0,0,BE
BE0014,Haute École Charlemagne,2016,public,uas,,,,0,1081.0,0,BE
BE0016,Haute Ecole en Hainaut,2016,public,uas,,,,0,2994.0,0,BE
BE0017,Haute Ecole Robert Schuman,2016,public,uas,,,,0,6651.0,0,BE
BE0019,Haute Ecole de la Province de Liège,2016,public,uas,,,,0,2535.0,0,BE
BE0020,Haute Ecole de la Province de Namur,2016,public,uas,,,,0,862.0,0,BE
BE0021,Haute Ecole de la Ville de Liège,2016,public,uas,,,,0,610.0,0,BE
BE0024,Haute Ecole Francisco Ferrer,2016,public,uas,,,,0,979.0,0,BE
BE0025,Haute Ecole Galilée,2016,private government dependent,uas,,,,0,385.0,0,BE
BE0026,Haute Ecole Léonard de Vinci,2016,private government dependent,uas,,,,0,413.0,0,BE
BE0027,Haute Ecole Libre de Bruxelles Ilya Prigogine,2016,private government dependent,uas,,,,0,710.0,0,BE
BE0028,Haute Ecole Libre Mosane,2016,private government dependent,uas,,,,0,276.0,0,BE
BE0029,Haute École Louvain en Hainaut,2016,private government dependent,uas,,,,0,516.0,0,BE
BE0030,Haute Ecole Lucia de Brouckère,2016,public,uas,,,,0,618.0,0,BE
BE0031,Haute Ecole Provinciale du Hainaut - Condorcet,2016,public,uas,,,,0,400.0,0,BE
BE0032,Académie des Beaux-Arts de la ville de Tournai,2016,public,other,,,,0,656.0,0,BE
BE0033,Académie royale des Beaux-Arts de la Ville de Bruxelles - École supérieure des Arts,2016,public,other,,,,0,,0,BE
BE0034,École supérieure des Arts de la Ville de Liège,2016,public,other,,,,0,,0,BE
BE0035,Conservatoire royal de musique de Bruxelles,2016,public,other,,,,0,594.0,0,BE
BE0036,Conservatoire royal de musique de Liège,2016,public,other,,,,0,681.0,0,BE
BE0038,École supérieure des Arts du Cirque,2016,public,other,,,,0,684.0,0,BE
BE0039,École supérieure des Arts - École de Recherche graphique,2016,private government dependent,other,,,,0,473.0,0,BE
BE0040,École nationale supérieure des Arts visuels de La Cambre,2016,public,other,,,,0,,0,BE
BE0041,École supérieure des Arts de l'Image LE 75,2016,public,other,,,,0,,0,BE
BE0042,École supérieure des Arts Saint-Luc de Liège,2016,private government dependent,other,,,,0,725.0,0,BE
BE0043,École supérieure des Arts Institut Saint-Luc Tournai,2016,private government dependent,other,,,,0,79.0,0,BE
BE0045,Institut des Arts de Diffusion,2016,private government dependent,other,,,,0,26.0,0,BE
BE0046,Institut national supérieur des Arts du Spectacle et des Techniques de Diffusion,2016,public,other,,,,0,403.0,0,BE
BE0048,Institut supérieur de Musique et de Pédagogie,2016,private government dependent,other,,,,0,169.0,0,BE
BE0056,Katholieke Universiteit Leuven,2016,private government dependent,uni,10528.64,7094.35,44362.0,0,400.0,0,BE
BE0057,Transnationale Universiteit Limburg,2016,private government dependent,uni,42.9,35.1,1547.0,0,364.0,0,BE
BE0058,Universiteit Hasselt,2016,public,uni,1063.02,743.46,3846.0,0,772.0,0,BE
BE0059,Universiteit Antwerpen,2016,public,uni,3319.26,2177.85,15926.0,0,171.0,0,BE
BE0060,Universiteit Gent,2016,public,uni,7803.08,5428.35,35261.0,0,186.0,0,BE
BE0061,Vrije Universiteit Brussel,2016,private government dependent,uni,2727.75,1793.08,11062.0,0,858.0,0,BE
BE0062,Arteveldehogeschool,2016,private government dependent,uas,816.6,611.11,12325.0,0,243.0,0,BE
BE0064,Erasmushogeschool Brussel,2016,public,uas,455.53,347.19,5374.0,0,262.0,0,BE
BE0066,Hogere Zeevaartschool,2016,public,uas,56.85,44.25,586.0,0,,0,BE
BE0068,Hogeschool Gent,2016,public,uas,950.61,684.69,13159.0,0,65.0,0,BE
BE0071,Hogeschool West-Vlaanderen,2016,public,uas,336.21,267.36,5388.0,0,413.0,0,BE
BE0072,LUCA School of Arts,2016,private government dependent,uas,359.8,260.45,3029.0,0,1188.0,2,BE
BE0073,Karel de Grote-Hogeschool - Katholieke Hogeschool Antwerpen,2016,private government dependent,uas,767.35,547.72,11812.0,0,,0,BE
BE0074,Katholieke Hogeschool Vives Noord,2016,private government dependent,uas,258.67,204.17,3405.0,0,234.0,0,BE
BE0075,Thomas More Kempen,2016,private government dependent,uas,454.03,398.83,7414.0,0,783.0,0,BE
BE0076,UC Leuven,2016,private government dependent,uas,557.95,432.58,8375.0,0,223.0,0,BE
BE0077,UC Limburg,2016,private government dependent,uas,400.7,296.95,4655.0,0,134.0,0,BE
BE0080,Katholieke Hogeschool Vives Zuid,2016,private government dependent,uas,569.62,465.62,8310.0,0,95.0,0,BE
BE0090,ODISEE,2016,private government dependent,uas,668.06,458.45,9549.0,0,3339.0,0,BE
BE0091,AP Hogeschool Antwerpen,2016,public,uas,665.94,474.12,10537.0,0,819.0,0,BE
BE0092,Hogeschool PXL,2016,public,uas,513.28,452.06,7434.0,0,451.0,0,BE
BE0093,Thomas More Mechelen-Antwerpen,2016,private government dependent,uas,428.09,343.74,7310.0,0,1525.0,0,BE
BG0001,"Югозападен университет ""Неофит Рилски""",2016,public,uni,872.45,551.45,9350.0,0,289.0,0,BG
BG0002,Американски университет в България,2016,private,uni,327.65,73.65,990.0,0,1574.0,0,BG
BG0003,Колеж по туризъм - Благоевград,2016,private,uas,33.0,21.5,568.0,0,553.0,0,BG
BG0004,Университет “Проф. д-р Асен Златаров”,2016,public,uni,497.51,311.51,5216.0,0,221.0,1,BG
BG0005,Бургаски свободен университет,2016,private,uni,165.23,103.23,1926.0,0,257.0,1,BG
BG0006,Икономически университет - Варна,2016,public,uni,560.45,336.45,8597.0,0,197.0,0,BG
BG0007,Технически университет - Варна,2016,public,uni,633.28,324.28,5283.0,0,1218.0,0,BG
BG0008,"Медицински университет ""проф. д-р Параскев Стоянов""",2016,public,uni,1167.82,715.32,4807.0,0,109.0,0,BG
BG0009,"Варненски свободен университет ""Черноризец Храбър""",2016,private,uni,294.83,163.83,6177.0,0,176.0,0,BG
BG0010,"Висше военноморско училище ""Н. Й. Вапцаров""",2016,public,uni,191.95,152.95,3092.0,0,106.0,0,BG
BG0011,"Великотърновски университет ""Св. св. Кирил и Методий""",2016,public,uni,978.59,722.59,9818.0,0,127.0,0,BG
BG0012,Националeн военен университет “Васил Левски,2016,public,uni,339.26,236.26,2290.0,0,133.0,0,BG
BG0013,"Стопанска академия ""Д. А. Ценов"" - Свищов",2016,public,uni,534.4,235.4,8478.0,0,72.0,0,BG
BG0014,Технически университет - Габрово,2016,public,uni,,,,0,,0,BG
BG0015,Висше училище по мениджмънт,2016,private,uas,89.49,54.99,382.0,1,38.0,0,BG
BG0016,Медицински университет - Плевен,2016,public,uni,628.65,395.65,2179.0,0,87.0,0,BG
BG0017,"Пловдивски университет ""Паисий Хилендарски""",2016,public,uni,1168.35,842.35,16545.0,2,61.0,0,BG
BG0018,Университетът по хранителни технологии,2016,public,uni,,,,0,692.0,0,BG
BG0019,Аграрен университет – Пловдив,2016,public,uni,412.47,221.97,3235.0,0,500.0,0,BG
BG0020,Медицински университет - Пловдив,2016,public,uni,1089.98,655.98,6024.0,0,,0,BG
BG0021,"Академия за музикално, танцово и изобразително изкуство",2016,public,uni,194.17,142.17,810.0,0,89.0,0,BG
BG0022,Висше училище по агробизнес и развитие на регионите,2016,private,uni,169.36,112.86,4484.0,2,4382.0,2,BG
BG0023,Висше училище по сигурност и икономика,2016,private,uas,104.19,79.69,1874.0,0,4349.0,2,BG
BG0024,Европейско висше училище по икономика и мениджмънт,2016,private,uas,70.0,50.0,1816.0,0,1606.0,0,BG
BG0025,"Русенски университет ""Ангел Кънчев""",2016,public,uni,702.18,494.18,7626.0,0,4302.0,0,BG
BG0026,"Софийски университет ""Св. Климент Охридски""",2016,public,uni,3606.55,2280.55,22549.0,0,3340.0,1,BG
BG0027,Университет за национално и световно стопанство,2016,public,uni,1102.42,636.92,21984.0,0,518.0,0,BG
BG0028,"Университет по архитектура, строителство и геодезия",2016,public,uni,654.56,387.56,3306.0,0,814.0,0,BG
BG0029,Технически Университет - София,2016,public,uni,1805.82,1074.32,12481.0,0,1420.0,0,BG
BG0030,Химикотехнологичен и металургичен университет,2016,public,uni,387.81,215.81,2978.0,0,8609.0,0,BG
BG0031,"Минно-геоложкият университет ""Св. Иван Рилски""",2016,public,uni,367.17,263.67,2899.0,0,904.0,0,BG
BG0032,Лесотехнически университет,2016,public,uni,463.34,260.34,2674.0,0,4146.0,0,BG
BG0033,Медицински университет - София,2016,public,uni,1653.06,944.06,9912.0,0,8289.0,0,BG
BG0034,"Национална спортна академия “Васил Левски""",2016,public,uni,665.43,392.43,2915.0,0,1618.0,0,BG
BG0035,"Национална Академия за Театрално и Филмово Изкуство ""Кръстьо Сарафов""",2016,public,uni,290.8,155.8,684.0,0,3701.0,0,BG
BG0036,Национална художествена академия,2016,public,uni,278.96,183.96,910.0,1,2066.0,0,BG
BG0037,"Национална музикална академия ""Проф. П. Владигеров""",2016,public,uni,282.99,193.99,637.0,0,1239.0,0,BG
BG0038,Нов Български Университет,2016,private,uni,1149.17,912.17,9919.0,1,1032.0,2,BG
BG0039,Висше строително училище “Любен Каравелов”,2016,public,uni,166.69,86.69,827.0,0,1017.0,0,BG
BG0040,"Висше транспортно училище ""Тодор Каблешков""",2016,public,uni,254.62,129.62,2665.0,0,3688.0,0,BG
BG0041,Академия на МВР,2016,public,uni,143.8,89.8,1263.0,0,110.0,0,BG
BG0042,"Военна академия ""Георги Стойков Раковски""",2016,public,uni,242.5,127.0,841.0,0,254.0,0,BG
BG0043,Университет по библиотекознание и информационни технологии,2016,public,uni,207.33,129.33,2234.0,0,69.0,0,BG
BG0044,Висше училище по телекомуникации и пощи,2016,public,uas,101.4,68.4,1392.0,0,96.0,0,BG
BG0045,"Колеж по мениджмънт, търговия и маркетинг",2016,private,uas,,,,0,116.0,0,BG
BG0046,"Театрален колеж ""Любен Гройс""",2016,private,uas,37.62,33.62,43.0,0,579.0,0,BG
BG0047,Висше училище по застраховане и финанси,2016,private,uni,112.87,77.87,1412.0,0,108.0,0,BG
BG0048,Международно висше бизнес училище,2016,private,uni,88.0,61.0,3336.0,0,260.0,1,BG
BG0049,Тракийски Университет,2016,public,uni,945.5,579.0,6212.0,0,154.0,0,BG
BG0051,Шуменски университет “Епископ Константин Преславски”,2016,public,uni,621.95,429.95,6399.0,0,42.0,0,BG
BG0054,Българска академия на науките,2016,public,other,,,,0,113.0,0,BG
BG0060,Европейски политехнически университет - Перник,2016,private,uni,98.26,78.26,40.0,1,144.0,1,BG
CH0001,Universität Basel,2016,public,uni,3794.04,2629.84,10668.0,0,247.0,0,CH
CH0002,Universität Bern,2016,public,uni,4191.53,2419.93,14022.0,0,316.0,0,CH
CH0003,Université de Fribourg,2016,public,uni,1720.88,1142.86,9330.0,0,70.0,0,CH
CH0004,Université de Genève,2016,public,uni,4862.83,3135.09,14498.0,0,110.0,0,CH
CH0005,Université de Lausanne,2016,public,uni,3357.91,2418.44,12281.0,0,397.0,2,CH
CH0006,Universität Luzern,2016,public,uni,334.05,232.49,2519.0,0,416.0,0,CH
CH0007,Université de Neuchâtel,2016,public,uni,794.75,536.27,3648.0,0,1001.0,0,CH
CH0008,Universität Sankt Gallen,2016,public,uni,1104.32,714.06,8268.0,0,463.0,2,CH
CH0009,Universität Zürich,2016,public,uni,6835.05,4436.05,20983.0,2,349.0,0,CH
CH0010,Università della Svizzera italiana,2016,public,uni,714.57,551.63,2589.0,0,441.0,0,CH
CH0011,Ecole Polytechnique Fédéral de Lausanne,2016,public,uni,5404.48,3685.12,8212.0,0,26.0,0,CH
CH0012,Eidgenössische Technische Hochschule Zürich,2016,public,uni,9229.52,6488.23,15300.0,0,,0,CH
CH0013,Berner Fachhochschule,2016,public,uas,1706.94,1167.52,7164.0,0,48.0,2,CH
CH0014,Haute Ecole Spécialisée de la Suisse Occidentale,2016,public,uas,3746.43,2734.83,20796.0,0,29.0,2,CH
CH0015,Fachhochschule Nordwestschweiz,2016,public,uas,2114.31,1531.08,13136.0,0,153.0,2,CH
CH0016,Hochschule Luzern,2016,public,uas,1305.95,931.39,6956.0,0,,2,CH
CH0017,Scuola Universitaria Professionale della Svizzera italiana,2016,public,uas,944.36,730.34,5221.0,0,,0,CH
CH0018,Fachhochschule Ostschweiz,2016,public,uas,1119.76,796.07,5774.0,0,73.0,0,CH
CH0019,Züricher Fachhochschule,2016,public,uas,3550.07,2409.27,21310.0,0,51.0,2,CH
CH0020,Kalaidos Fachhochschule,2016,private,uas,95.56,64.25,2105.0,0,75.0,2,CH
CH0021,Haute école pédagogique du Canton de Vaud,2016,public,other,274.21,189.83,1982.0,0,67.0,0,CH
CH0022,Haute école pédagogique du Valais,2016,public,other,77.1,50.11,452.0,0,14.0,0,CH
CH0023,Haute école pédagogique du Canton de Fribourg,2016,public,other,89.67,61.86,413.0,0,26.0,0,CH
CH0024,Haute école pédagogique BEJUNE,2016,public,other,134.75,81.61,629.0,0,12.0,0,CH
CH0026,Pädagogische Hochschule Bern,2016,public,other,416.94,309.33,2421.0,0,,0,CH
CH0028,Interkantonale Hochschule für Heilpädagogik,2016,public,other,129.81,87.29,1184.0,0,50.0,2,CH
CH0029,Pädagogische Hochschule St.Gallen,2016,public,other,268.84,166.94,1169.0,0,38.0,0,CH
CH0030,Pädagogische Hochschule Thurgau,2016,public,other,180.38,91.53,748.0,0,54.0,0,CH
CH0031,Pädagogische Hochschule Schaffhausen,2016,public,other,25.36,16.57,184.0,0,125.0,0,CH
CH0032,Pädagogische Hochschule Graubünden,2016,public,other,99.08,84.89,442.0,0,19.0,0,CH
CH0033,Eidgenössisches Hochschulinstitut für Berufsbildung,2016,public,other,147.69,89.51,512.0,0,398.0,0,CH
CH0035,Universitäre Fernstudien Schweiz,2016,private,other,87.65,77.93,1390.0,0,79.0,0,CH
CH0036,Pädagogische Hochschule Luzern,2016,public,other,274.13,192.74,2197.0,0,788.0,0,CH
CH0037,Pädagogische Hochschule Schwyz,2016,public,other,57.32,44.97,366.0,0,2585.0,0,CH
CH0038,Pädagogische Hochschule Zug,2016,public,other,79.12,65.67,348.0,0,215.0,0,CH
CY0001,Πανεπιστήμιο Κύπρου,2016,public,uni,873.0,381.0,6106.0,0,993.0,0,CY
CY0002,Ανοικτό Πανεπιστήμιο Κύπρου,2016,public,uni,219.0,145.0,4665.0,1,2924.0,0,CY
CY0003,Τεχνολογικό Πανεπιστήμιο Κύπρου,2016,public,uni,573.0,329.0,2552.0,0,877.0,0,CY
CY0004,Πανεπιστήμιο Λευκωσίας,2016,private,uni,493.0,294.0,10353.0,0,833.0,0,CY
CY0005,Πανεπιστήμιο Frederick,2016,private,uni,283.0,206.0,3516.0,0,306.0,0,CY
CY0006,Ευρωπαϊκό Πανεπιστήμιο Κύπρου,2016,private,uni,403.0,228.0,5101.0,0,678.0,2,CY
CY0007,Ανώτερου Ξενοδοχειακού Ινστιτούτου Κύπρου,2016,public,uas,36.0,22.0,261.0,0,417.0,0,CY
CY0010,Αστυνομική Ακαδημία Κύπρου,2016,public,other,,,0.0,0,559.0,0,CY
CY0014,American College,2016,private,uas,37.0,27.0,1140.0,1,7368.0,0,CY
CY0016,Casa College,2016,private,uas,31.0,18.0,550.0,0,2273.0,0,CY
CY0017,C.D.A. College,2016,private,uas,118.0,87.0,1017.0,0,667.0,0,CY
CY0018,College of Tourism and Hotel Management,2016,private,uas,15.0,12.0,518.0,0,513.0,0,CY
CY0019,Cyprus College,2016,private,uas,,,700.0,0,353.0,0,CY
