ETER ID,Institution Name,Reference year,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,Flag Academic Staff FTE,Total academic staff (HC),Flag Academic Staff HC,Country code
UK0174,The Liverpool Institute for Performing Arts,2014,private government dependent,other,115.0,45.0,715.0,0,130.0,0,UK
UK0175,Ravensbourne College of Design and Communication,2014,private government dependent,other,155.0,65.0,2055.0,0,,0,UK
UK0176,Rose Bruford College of Theatre & Performance,2014,private government dependent,other,90.0,40.0,790.0,0,,0,UK
UK0177,University Campus Suffolk,2014,private government dependent,other,350.0,155.0,5050.0,0,,0,UK
UK0178,Writtle College,2014,private government dependent,other,240.0,95.0,760.0,0,,0,UK
UK0179,Glasgow School of Art,2014,private government dependent,other,350.0,130.0,1810.0,0,,0,UK
UK0180,Scotland’s Rural College – SRUC,2014,private government dependent,other,1090.0,320.0,1615.0,0,,0,UK
UK0181,St Mary's University College,2014,private government dependent,other,125.0,50.0,1155.0,0,,0,UK
UK0182,Stranmillis University College,2014,private government dependent,other,165.0,55.0,1555.0,0,,0,UK
UK0183,The National Film and Television School,2014,private government dependent,other,85.0,,225.0,0,,0,UK
UK0184,Plymouth College of Art,2014,private government dependent,other,175.0,90.0,995.0,0,,0,UK
AL0001,Universiteti i Tiranës,2013,public,uni,,,37648.0,0,,0,AL
AL0002,Universiteti Politeknik i Tiranës,2013,public,uni,,,14529.0,0,,0,AL
AL0003,Universiteti Bujqësor i Tiranës,2013,public,uni,,,14845.0,0,,0,AL
AL0004,"Universiteti i Elbasanit ""Aleksandër Xhuvani""",2013,public,uni,,,15220.0,0,,0,AL
AL0005,"Universiteti i Shkodrës ""Luigj Gurakuqi""",2013,public,uni,,,11073.0,0,,0,AL
AL0006,"Universiteti ""Eqrem Çabej"", Gjirokastër",2013,public,uni,,,2843.0,0,,0,AL
AL0007,"Universiteti ""Fan S. Noli"", Korçë",2013,public,uni,,,8841.0,0,,0,AL
AL0008,"Universiteti ""Ismail Qemali"", Vlorë",2013,public,uni,,,10003.0,0,,0,AL
AL0009,"Universiteti ""Aleksandër Moisiu"", Durrës",2013,public,uni,,,15279.0,0,,0,AL
AL0010,Universiteti i Arteve,2013,public,uni,,,1066.0,0,,0,AL
AL0011,Universiteti i Sporteve të Tiranës,2013,public,uni,,,1625.0,0,,0,AL
AL0012,"Universiteti i Mjekësisë, Tiranë",2013,private,uni,,,9381.0,0,,0,AL
AL0013,Universiteti i New York-ut në Tiranë,2013,private,uni,,,732.0,0,,0,AL
AL0014,"Universiteti Privat ""Albanian University""",2013,private,uni,,,7285.0,0,,0,AL
AL0015,"Universiteti Katolik ""Zoja e Këshillit të Mirë""",2013,private,uni,,,1809.0,0,,0,AL
AL0016,Universiteti Europian i Tiranës,2013,private,uni,,,4751.0,0,,0,AL
AL0017,"Universiteti ""Aldent""",2013,private,uni,,,815.0,0,,0,AL
AL0018,Universiteti Polis,2013,private,uni,,,531.0,0,,0,AL
AL0019,"Universiteti ""EPOKA""",2013,private,other,,,1156.0,0,,0,AL
AL0020,"Universiteti ""Mesdhetar i Shqipërisë""",2013,private,uni,,,688.0,0,,0,AL
AL0021,EPITECH ALBANIA,2013,private,uni,,,,0,,0,AL
AL0022,"Shkolla e lartë universitare, jopublike, Universiteti ""Marin Barleti""",2013,private,other,,,561.0,0,,0,AL
AL0023,"Shkolla e Larte ""Nehemia""",2013,private,other,,,35.0,0,,0,AL
AL0024,"Shkolla private e arsimit të lartë, ""Universiteti Metropolitan Tirana""",2013,private,other,,,135.0,0,,0,AL
AL0025,Akademia e Forcave të Armatosura,2013,public,other,,,,0,,0,AL
AL0027,"Akademia e Filmit dhe Multimedias ""Marubi""",2013,private,other,,,20.0,0,,0,AL
AL0028,"Kolegji Universitar ""Luarasi""",2013,private,other,,,449.0,0,,0,AL
AL0029,"Kolegji Universitar ""Qiriazi""",2013,private,other,,,104.0,0,,0,AL
AL0030,"Kolegji Universitar ""WISDOM""",2013,private,other,,,224.0,0,6892.0,0,AL
AL0031,"Kolegji Profesional Privat, ""Ivoclar Vivadent & Partners""",2013,private,other,,,22.0,0,2755.0,0,AL
AL0032,"Kolegji Universitar ""Pavarësia Vlorë""",2013,private,other,,,354.0,0,3112.0,0,AL
AL0033,"Kolegji Universitar ""LOGOS""",2013,private,other,,,202.0,0,1840.0,0,AL
AL0034,Tirana Business University College,2013,private,other,,,87.0,0,3273.0,0,AL
AL0035,"Kolegji Universitar ""Bedër""",2013,private,other,,,693.0,0,2202.0,0,AL
AL0036,"Kolegji Universitar ""I Biznesit""",2013,private,other,,,,0,857.0,0,AL
AL0037,"Kolegji Universitar ""REALD""",2013,private,other,,,213.0,0,1839.0,0,AL
AL0038,"Kolegji Universitar ""Instituti Kanadez i Teknologjisë""",2013,private,other,,,102.0,0,683.0,0,AL
AL0066,Qendra e Studimeve Albanologjike,2013,public,other,,,203.0,0,1506.0,0,AL
AT0001,Universität Wien,2013,public,uni,5276.81,3356.89,76233.9,0,1782.0,0,AT
AT0002,Universität Graz,2013,public,uni,2255.21,1257.6,25008.45,0,1004.0,0,AT
AT0003,Universität Innsbruck,2013,public,uni,2537.18,1553.64,24015.26,0,1278.0,0,AT
AT0004,Universität Salzburg,2013,public,uni,1599.14,960.25,13944.82,0,3535.0,0,AT
AT0005,Technische Universität Wien,2013,public,uni,3235.76,2239.03,22828.95,0,1406.0,0,AT
AT0006,Technische Universität Graz,2013,public,uni,2096.23,1333.19,10887.17,0,1148.0,0,AT
AT0007,Montanuniversität Leoben,2013,public,uni,748.29,466.84,2944.02,0,275.0,0,AT
AT0008,Universität für Bodenkultur Wien,2013,public,uni,1601.68,1042.8,9739.72,0,489.0,0,AT
AT0009,Veterinärmedizinische Universität Wien,2013,public,uni,1006.34,491.15,1792.23,0,862.0,0,AT
AT0010,Wirtschaftsuniversität Wien,2013,public,uni,1246.17,719.92,19008.47,0,491.0,0,AT
AT0011,Universität Linz,2013,public,uni,1766.88,1079.43,15994.48,0,461.0,0,AT
AT0012,Universität Klagenfurt,2013,public,uni,829.99,503.61,8991.16,0,378.0,0,AT
AT0013,Universität für Weiterbildung Krems,2013,public,uni,461.42,269.45,7740.16,0,58.0,0,AT
AT0014,Medizinische Universität Wien,2013,public,uni,4169.66,2624.28,5545.89,0,317.0,0,AT
AT0015,Medizinische Universität Graz,2013,public,uni,1718.84,967.66,3288.01,0,744.0,0,AT
AT0016,Medizinische Universität Innsbruck,2013,public,uni,1526.37,933.37,2278.19,0,29.0,0,AT
AT0017,Akademie der bildenden Künste Wien,2013,public,uni,262.43,140.46,1035.59,0,206.0,0,AT
AT0018,Universität für angewandte Kunst Wien,2013,public,uni,370.72,215.89,1238.82,0,102.0,0,AT
AT0019,Universität für Musik und darstellende Kunst Wien,2013,public,uni,826.46,565.58,2253.45,0,271.0,0,AT
AT0020,Universität Mozarteum Salzburg,2013,public,uni,410.28,281.59,1359.83,0,166.0,0,AT
AT0021,Universität für Musik und darstellende Kunst Graz,2013,public,uni,423.1,273.25,1447.27,0,70.0,0,AT
AT0022,Universität für künstlerische und industrielle Gestaltung Linz,2013,public,uni,199.57,121.12,963.92,0,62.0,0,AT
AT0023,Katholische Theologische Privatuniversität Linz,2013,private,uni,47.73,36.06,323.33,0,662.0,0,AT
AT0025,"Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik",2013,private,uni,118.43,76.89,851.62,0,312.0,0,AT
AT0026,Paracelsus Medizinische Privatuniversität Salzburg,2013,private,uni,80.67,61.79,661.83,2,1457.0,0,AT
AT0027,Webster University Vienna - Private University,2013,private,uni,53.56,23.68,489.83,2,1271.0,1,AT
AT0028,Anton Bruckner Privatuniversität,2013,private,uni,155.0,122.31,620.17,0,550.0,0,AT
AT0030,NDU New Design University Privatuniversität St. Pölten,2013,private,uni,31.23,18.68,298.87,0,619.0,2,AT
AT0031,Konservatorium Wien Privatuniversität,2013,private,uni,189.09,161.71,666.25,0,632.0,0,AT
AT0032,Sigmund Freud Privatuniversität Wien,2013,private,uni,75.03,33.23,1517.13,1,276.0,1,AT
AT0033,MODUL University Vienna,2013,private,uni,64.76,40.37,375.67,0,729.0,0,AT
AT0034,Privatuniversität Schloss Seeburg,2013,private,uni,17.85,10.6,309.58,0,361.0,0,AT
AT0035,Private Pädagogische Hochschule Stiftung Burgenland,2013,private,other,,53.98,556.2,0,487.0,1,AT
AT0036,Pädagogische Hochschule Kärnten,2013,public,other,,76.78,720.61,0,1255.0,1,AT
AT0037,Pädagogische Hochschule Niederösterreich,2013,public,other,,101.35,1451.33,0,1121.0,1,AT
AT0038,Pädagogische Hochschule Oberösterreich,2013,public,other,,156.37,2160.81,0,41.0,1,AT
AT0039,Private Pädagogische Hochschule der Diözese Linz,2013,private,other,,119.09,1409.33,0,585.0,0,AT
AT0040,Pädagogische Hochschule Salzburg,2013,public,other,,97.15,1047.92,2,1017.0,1,AT
AT0041,Pädagogische Hochschule Steiermark,2013,public,other,,122.67,1737.55,0,722.0,1,AT
AT0042,Kirchliche Pädagogische Hochschule der Stiftung der Diözese Graz-Seckau,2013,private,other,,64.03,568.75,0,506.0,1,AT
AT0043,Pädagogische Hochschule Tirol,2013,public,other,,131.68,1060.25,0,678.0,1,AT
AT0044,Kirchliche Pädagogische Hochschule Edith Stein,2013,private,other,,51.37,471.67,0,887.0,1,AT
AT0045,Pädagogische Hochschule Vorarlberg,2013,public,other,,47.51,521.17,0,130.0,1,AT
AT0046,Pädagogische Hochschule Wien,2013,public,other,,197.28,3016.38,0,421.0,0,AT
AT0047,Kirchliche Pädagogische Hochschule Wien/Krems,2013,private,other,,173.24,2726.1,0,2013.0,1,AT
AT0048,Hochschule für Agrar- und Umweltpädagogik Wien,2013,public,other,,26.69,476.48,0,1645.0,0,AT
AT0049,Fachhochschule Burgenland GmbH,2013,private government dependent,uas,253.0,194.5,2007.78,0,,1,AT
AT0050,Fachhochschule Salzburg GmbH,2013,private government dependent,uas,505.25,412.5,2519.95,0,462.0,0,AT
AT0051,Fachhochschule St. Pölten GmbH,2013,private government dependent,uas,380.0,255.25,2076.46,0,140.0,0,AT
AT0052,CAMPUS 02 Fachhochschule der Wirtschaft GmbH,2013,private government dependent,uas,193.75,156.5,1214.12,0,564.0,0,AT
AT0053,Fachhochschule des bfi Wien GmbH,2013,private government dependent,uas,248.5,219.75,1917.31,0,323.0,0,AT
AT0054,MCI - Management Center Innsbruck Internationale Hochschule GmbH,2013,private government dependent,uas,442.5,308.75,2500.58,0,1178.0,0,AT
AT0055,"Bundesministerium für Landesverteidigung und Sport, Sektion II, Gruppe Ausbildungswesen, Ausbildung A",2013,public,uas,93.75,67.25,165.17,1,654.0,0,AT
AT0056,FHS Kufstein Tirol Bildungs GmbH,2013,private government dependent,uas,195.25,155.0,1562.08,0,1266.0,0,AT
AT0057,FH OÖ Studienbetriebs GmbH,2013,private government dependent,uas,1100.5,858.75,4847.87,0,751.0,0,AT
AT0058,Fachhochschule Campus Wien,2013,private government dependent,uas,710.75,553.25,4284.49,0,1793.0,0,AT
AT0059,Lauder Business School,2013,private government dependent,uas,32.5,31.5,298.83,0,91.0,1,AT
AT0060,FHG – Zentrum für Gesundheitsberufe Tirol GmbH,2013,private government dependent,uas,148.25,134.75,603.17,0,614.0,0,AT
AT0061,FFH Gesellschaft zur Erhaltung und Durchführung von Fachhochschul-Studiengängen mbH,2013,private government dependent,uas,56.75,41.0,583.08,0,,0,AT
AT0062,FHWien der WKW,2013,private government dependent,uas,248.5,190.0,2455.87,1,,1,AT
AT0063,Fachhochschule Vorarlberg GmbH,2013,private government dependent,uas,255.5,158.5,1144.08,0,,1,AT
AT0064,Fachhochschule Technikum Wien,2013,private government dependent,uas,601.75,481.5,3579.45,1,,1,AT
AT0065,IMC Fachhochschule Krems GmbH,2013,private government dependent,uas,338.5,245.5,2312.46,0,,0,AT
AT0066,Fachhochschule Wiener Neustadt für Wirtschaft und Technik GmbH,2013,private government dependent,uas,562.75,437.75,3381.84,0,,0,AT
AT0067,Fachhochschule Kärnten,2013,private government dependent,uas,767.5,654.25,2170.03,0,,0,AT
AT0068,FH JOANNEUM Gesellschaft mbH,2013,private government dependent,uas,885.75,670.5,3780.09,0,,0,AT
AT0069,Danube Private University,2013,private,uni,76.49,45.16,646.0,1,,0,AT
AT0070,FH Gesundheitsberufe Oberösterreich,2013,private government dependent,uas,248.5,244.0,778.67,1,,0,AT
BE0005,Université de Namur,2013,private government dependent,uni,,,,0,,0,BE
BE0006,Université Saint-Louis - Bruxelles,2013,private government dependent,uni,,,,0,,0,BE
BE0007,Université catholique de Louvain,2013,private government dependent,uni,,,,0,,0,BE
BE0008,Université de Liège,2013,public,uni,,,,0,,0,BE
BE0009,Université de Mons,2013,public,uni,,,,0,,0,BE
BE0010,Université libre de Bruxelles,2013,private government dependent,uni,,,,0,,0,BE
BE0011,Haute Ecole ICHEC - ECAM - ISFSC,2013,private government dependent,uas,,,,0,,0,BE
BE0012,Haute École Albert Jacquard,2013,public,uas,,,,0,,0,BE
BE0014,Haute École Charlemagne,2013,public,uas,,,,0,,0,BE
BE0015,Haute Ecole de Bruxelles,2013,public,uas,,,,0,,0,BE
BE0016,Haute Ecole en Hainaut,2013,public,uas,,,,0,,0,BE
BE0017,Haute Ecole Robert Schuman,2013,public,uas,,,,0,,0,BE
BE0018,Haute Ecole Paul-Henri Spaak,2013,public,uas,,,,0,,0,BE
BE0019,Haute Ecole de la Province de Liège,2013,public,uas,,,,0,,0,BE
BE0020,Haute Ecole de la Province de Namur,2013,public,uas,,,,0,,0,BE
BE0021,Haute Ecole de la Ville de Liège,2013,public,uas,,,,0,,0,BE
BE0024,Haute Ecole Francisco Ferrer,2013,public,uas,,,,0,,0,BE
BE0025,Haute Ecole Galilée,2013,private government dependent,uas,,,,0,,0,BE
BE0026,Haute Ecole Léonard de Vinci,2013,private government dependent,uas,,,,0,,0,BE
BE0027,Haute Ecole Libre de Bruxelles Ilya Prigogine,2013,private government dependent,uas,,,,0,,0,BE
BE0028,Haute Ecole Libre Mosane,2013,private government dependent,uas,,,,0,,0,BE
BE0029,Haute École Louvain en Hainaut,2013,private government dependent,uas,,,,0,,0,BE
BE0030,Haute Ecole Lucia de Brouckère,2013,public,uas,,,,0,,0,BE
BE0031,Haute Ecole Provinciale du Hainaut - Condorcet,2013,public,uas,,,,0,,0,BE
BE0032,Académie des Beaux-Arts de la ville de Tournai,2013,public,other,,,,0,,0,BE
BE0033,Académie royale des Beaux-Arts de la Ville de Bruxelles - École supérieure des Arts,2013,public,other,,,,0,,0,BE
BE0034,École supérieure des Arts de la Ville de Liège,2013,public,other,,,,0,,0,BE
BE0035,Conservatoire royal de musique de Bruxelles,2013,public,other,,,,0,,0,BE
BE0036,Conservatoire royal de musique de Liège,2013,public,other,,,,0,8902.0,0,BE
BE0038,École supérieure des Arts du Cirque,2013,public,other,,,,0,,0,BE
BE0039,École supérieure des Arts - École de Recherche graphique,2013,private government dependent,other,,,,0,1003.0,0,BE
BE0040,École nationale supérieure des Arts visuels de La Cambre,2013,public,other,,,,0,2778.0,0,BE
BE0041,École supérieure des Arts de l'Image LE 75,2013,public,other,,,,0,6553.0,0,BE
BE0042,École supérieure des Arts Saint-Luc de Liège,2013,private government dependent,other,,,,0,2492.0,0,BE
BE0043,École supérieure des Arts Institut Saint-Luc Tournai,2013,private government dependent,other,,,,0,733.0,0,BE
BE0045,Institut des Arts de Diffusion,2013,private government dependent,other,,,,0,567.0,0,BE
BE0046,Institut national supérieur des Arts du Spectacle et des Techniques de Diffusion,2013,public,other,,,,0,74.0,0,BE
BE0048,Institut supérieur de Musique et de Pédagogie,2013,private government dependent,other,,,,0,52.0,0,BE
BE0056,Katholieke Universiteit Leuven,2013,private government dependent,uni,10197.75,6979.83,45761.0,0,992.0,0,BE
BE0057,Transnationale Universiteit Limburg,2013,private government dependent,uni,,,1697.0,0,397.0,0,BE
BE0058,Universiteit Hasselt,2013,public,uni,996.01,703.86,3615.0,0,397.0,0,BE
BE0059,Universiteit Antwerpen,2013,public,uni,3148.16,2062.37,16704.0,0,664.0,0,BE
BE0060,Universiteit Gent,2013,public,uni,7644.13,5364.82,35644.0,0,269.0,0,BE
BE0061,Vrije Universiteit Brussel,2013,private government dependent,uni,2694.93,1783.58,10452.0,0,545.0,0,BE
BE0062,Arteveldehogeschool,2013,private government dependent,uas,722.13,536.93,12067.0,0,611.0,0,BE
BE0064,Erasmushogeschool Brussel,2013,public,uas,417.83,312.12,4790.0,0,508.0,0,BE
BE0065,Groep T - Internationale Hogeschool Leuven,2013,private government dependent,uas,75.81,58.48,840.0,2,669.0,0,BE
BE0066,Hogere Zeevaartschool,2013,public,uas,58.25,43.45,707.0,0,,0,BE
BE0068,Hogeschool Gent,2013,public,uas,982.91,703.69,13176.0,0,,0,BE
BE0071,Hogeschool West-Vlaanderen,2013,public,uas,303.4,239.6,5427.0,0,620.0,0,BE
BE0072,LUCA School of Arts,2013,private government dependent,uas,362.2,263.13,2430.0,0,623.0,2,BE
BE0073,Karel de Grote-Hogeschool - Katholieke Hogeschool Antwerpen,2013,private government dependent,uas,710.08,509.42,11615.0,0,628.0,0,BE
BE0074,Katholieke Hogeschool Vives Noord,2013,private government dependent,uas,278.16,215.87,3407.0,0,493.0,0,BE
BE0075,Thomas More Kempen,2013,private government dependent,uas,481.42,422.93,6700.0,0,,0,BE
BE0076,Katholieke Hogeschool Leuven,2013,private government dependent,uas,482.27,396.45,8285.0,0,756.0,0,BE
BE0077,Katholieke Hogeschool Limburg,2013,private government dependent,uas,471.48,363.99,6327.0,0,85.0,0,BE
BE0080,Katholieke Hogeschool Vives Zuid,2013,private government dependent,uas,553.79,453.31,8384.0,0,32.0,0,BE
BE0090,HUB-KAHO,2013,private government dependent,uas,632.04,447.37,10583.0,0,499.0,0,BE
BE0091,AP Hogeschool Antwerpen,2013,public,uas,647.14,454.75,8528.0,0,416.0,0,BE
BE0092,Hogeschool PXL,2013,public,uas,496.73,418.98,6967.0,0,568.0,0,BE
BE0093,Thomas More Mechelen-Antwerpen,2013,private government dependent,uas,465.03,366.91,6642.0,0,211.0,0,BE
BG0001,"Югозападен университет ""Неофит Рилски""",2013,public,uni,872.56,572.56,11683.0,0,899.0,0,BG
BG0002,Американски университет в България,2013,private,uni,337.52,77.52,1146.0,0,263.0,0,BG
BG0003,Колеж по туризъм - Благоевград,2013,private,uas,42.55,28.55,921.0,0,294.0,0,BG
BG0004,Университет “Проф. д-р Асен Златаров”,2013,public,uni,528.49,300.49,6969.0,0,,1,BG
BG0005,Бургаски свободен университет,2013,private,uni,189.57,117.57,2707.0,0,84.0,1,BG
BG0006,Икономически университет - Варна,2013,public,uni,612.46,377.96,12473.0,0,374.0,0,BG
BG0007,Технически университет - Варна,2013,public,uni,676.81,379.81,6347.0,0,1213.0,0,BG
BG0008,"Медицински университет ""проф. д-р Параскев Стоянов""",2013,public,uni,862.57,538.57,3396.0,0,,0,BG
BG0009,"Варненски свободен университет ""Черноризец Храбър""",2013,private,uni,359.22,186.22,8898.0,0,257.0,0,BG
BG0010,"Висше военноморско училище ""Н. Й. Вапцаров""",2013,public,uni,303.89,183.89,2059.0,0,737.0,0,BG
BG0011,"Великотърновски университет ""Св. св. Кирил и Методий""",2013,public,uni,1045.4,766.4,11446.0,0,300.0,0,BG
BG0012,Националeн военен университет “Васил Левски,2013,public,uni,331.39,246.39,2691.0,0,112.0,0,BG
BG0013,"Стопанска академия ""Д. А. Ценов"" - Свищов",2013,public,uni,611.76,268.76,11078.0,0,78.0,0,BG
BG0014,Технически университет - Габрово,2013,public,uni,,,,0,57.0,0,BG
BG0015,Международен колеж - Албена,2013,private,uas,95.57,76.57,636.0,1,665.0,0,BG
BG0016,Медицински университет - Плевен,2013,public,uni,582.99,360.99,1819.0,0,3309.0,0,BG
BG0017,"Пловдивски университет ""Паисий Хилендарски""",2013,public,uni,1124.88,769.38,17524.0,2,844.0,0,BG
BG0018,Университетът по хранителни технологии,2013,public,uni,,,,0,629.0,0,BG
BG0019,Аграрен университет – Пловдив,2013,public,uni,409.39,245.39,4098.0,0,1501.0,0,BG
BG0020,Медицински университет - Пловдив,2013,public,uni,1158.02,702.02,4868.0,0,262.0,0,BG
BG0021,"Академия за музикално, танцово и изобразително изкуство",2013,public,uni,234.34,183.34,896.0,0,321.0,0,BG
BG0022,Висше училище по агробизнес и развитие на регионите,2013,private,uni,145.29,86.29,6536.0,2,337.0,2,BG
BG0023,Колеж по икономика и администрация,2013,private,uas,92.55,72.55,1512.0,0,1611.0,2,BG
BG0024,Европейския колеж по икономика и управление,2013,private,uas,75.0,57.0,3024.0,0,526.0,0,BG
BG0025,"Русенски университет ""Ангел Кънчев""",2013,public,uni,846.96,559.96,9404.0,0,221.0,0,BG
BG0026,"Софийски университет ""Св. Климент Охридски""",2013,public,uni,3144.15,2281.15,23973.0,0,256.0,1,BG
BG0027,Университет за национално и световно стопанство,2013,public,uni,1088.12,622.62,23821.0,0,197.0,0,BG
BG0028,"Университет по архитектура, строителство и геодезия",2013,public,uni,846.41,524.41,4626.0,0,1464.0,0,BG
BG0029,Технически Университет - София,2013,public,uni,1950.07,1173.07,14148.0,0,142.0,0,BG
BG0030,Химикотехнологичен и металургичен университет,2013,public,uni,451.27,259.27,3740.0,0,187.0,0,BG
BG0031,"Минно-геоложкият университет ""Св. Иван Рилски""",2013,public,uni,337.23,263.23,4095.0,0,104.0,0,BG
BG0032,Лесотехнически университет,2013,public,uni,500.23,290.23,3011.0,0,123.0,0,BG
BG0033,Медицински университет - София,2013,public,uni,1366.5,899.5,8226.0,0,108.0,0,BG
BG0034,"Национална спортна академия “Васил Левски""",2013,public,uni,613.81,355.81,3326.0,0,73.0,0,BG
BG0035,"Национална Академия за Театрално и Филмово Изкуство ""Кръстьо Сарафов""",2013,public,uni,284.8,155.8,535.0,0,,0,BG
BG0036,Национална художествена академия,2013,public,uni,293.3,196.8,1002.0,1,,0,BG
BG0037,"Национална музикална академия ""Проф. П. Владигеров""",2013,public,uni,282.72,194.22,716.0,0,59.0,0,BG
BG0038,Нов Български Университет,2013,private,uni,1282.25,1055.25,11931.0,1,104.0,2,BG
BG0039,Висше строително училище “Любен Каравелов”,2013,public,uni,203.95,121.95,1210.0,0,691.0,0,BG
BG0040,"Висше транспортно училище ""Тодор Каблешков""",2013,public,uni,287.05,149.05,3243.0,0,516.0,0,BG
BG0041,Академия на МВР,2013,public,uni,190.28,101.28,1223.0,0,,0,BG
BG0042,"Военна академия ""Георги Стойков Раковски""",2013,public,uni,261.95,119.95,601.0,0,146.0,0,BG
BG0043,Университет по библиотекознание и информационни технологии,2013,public,uni,155.86,100.86,2058.0,0,4288.0,0,BG
BG0044,Колеж по телекомуникации и пощи,2013,public,uas,109.84,65.84,740.0,0,4247.0,0,BG
BG0045,"Колеж по мениджмънт, търговия и маркетинг",2013,private,uas,,,,0,1725.0,0,BG
BG0046,"Театрален колеж ""Любен Гройс""",2013,private,uas,27.92,26.92,58.0,0,4149.0,0,BG
BG0047,Висше училище по застраховане и финанси,2013,private,uni,73.33,37.83,1609.0,0,2984.0,0,BG
BG0048,Международно висше бизнес училище,2013,private,uni,102.93,73.93,5668.0,0,451.0,1,BG
BG0049,Тракийски Университет,2013,public,uni,1005.1,603.1,6000.0,0,778.0,0,BG
BG0051,Шуменски университет “Епископ Константин Преславски”,2013,public,uni,629.88,452.88,7725.0,0,1761.0,0,BG
BG0054,Българска академия на науките,2013,public,other,,,,0,8934.0,0,BG
BG0060,Европейски политехнически университет - Перник,2013,private,uni,128.55,105.55,364.0,1,894.0,1,BG
CH0001,Universität Basel,2013,public,uni,3466.34,2470.57,10574.0,0,4034.0,0,CH
CH0002,Universität Bern,2013,public,uni,3953.37,2308.58,13764.0,0,7908.0,0,CH
CH0003,Université de Fribourg,2013,public,uni,1717.27,1227.23,9037.0,0,1705.0,0,CH
CH0004,Université de Genève,2013,public,uni,4605.65,2982.29,13433.0,0,4636.0,0,CH
CH0005,Université de Lausanne,2013,public,uni,3030.62,2157.65,11601.0,0,2045.0,2,CH
CH0006,Universität Luzern,2013,public,uni,302.64,208.5,2461.0,0,1261.0,0,CH
CH0007,Université de Neuchâtel,2013,public,uni,752.27,508.36,3659.0,0,1100.0,0,CH
CH0008,Universität Sankt Gallen,2013,public,uni,1046.97,684.26,7470.0,0,1457.0,2,CH
CH0009,Universität Zürich,2013,public,uni,6183.11,3915.72,21818.0,2,3987.0,0,CH
CH0010,Università della Svizzera italiana,2013,public,uni,649.06,517.2,2719.0,0,376.0,0,CH
CH0011,Ecole Polytechnique Fédéral de Lausanne,2013,public,uni,5048.6,3560.43,7600.0,0,228.0,0,CH
CH0012,Eidgenössische Technische Hochschule Zürich,2013,public,uni,7929.57,5443.58,13797.0,0,78.0,0,CH
CH0013,Berner Fachhochschule,2013,public,uas,1608.97,1151.0,6831.0,0,106.0,2,CH
CH0014,Haute Ecole Spécialisée de la Suisse Occidentale,2013,public,uas,3432.13,2499.01,18737.0,0,120.0,2,CH
CH0015,Fachhochschule Nordwestschweiz,2013,public,uas,1957.31,1392.69,11278.0,0,580.0,2,CH
CH0016,Hochschule Luzern,2013,public,uas,1213.15,886.06,6669.0,0,107.0,2,CH
CH0017,Scuola Universitaria Professionale della Svizzera italiana,2013,public,uas,812.19,633.33,4522.0,0,262.0,0,CH
CH0018,Fachhochschule Ostschweiz,2013,public,uas,1054.88,735.63,5282.0,0,150.0,0,CH
CH0019,Züricher Fachhochschule,2013,public,uas,3404.84,2377.0,19734.0,0,47.0,2,CH
CH0020,Kalaidos Fachhochschule,2013,private,uas,101.5,69.77,1750.0,0,117.0,2,CH
CH0021,Haute école pédagogique du Canton de Vaud,2013,public,other,226.4,151.12,1690.0,0,136.0,0,CH
CH0022,Haute école pédagogique du Valais,2013,public,other,80.04,52.25,429.0,0,160.0,0,CH
CH0023,Haute école pédagogique du Canton de Fribourg,2013,public,other,102.13,66.28,443.0,0,300.0,0,CH
CH0024,Haute école pédagogique BEJUNE,2013,public,other,140.24,82.93,603.0,0,69.0,0,CH
CH0026,Pädagogische Hochschule Bern,2013,public,other,423.5,311.12,2296.0,0,104.0,0,CH
CH0028,Interkantonale Hochschule für Heilpädagogik,2013,public,other,124.29,84.98,1025.0,0,393.0,2,CH
CH0029,Pädagogische Hochschule St.Gallen,2013,public,other,245.24,156.46,1185.0,0,325.0,0,CH
CH0030,Pädagogische Hochschule Thurgau,2013,public,other,161.75,87.33,760.0,0,643.0,0,CH
CH0031,Pädagogische Hochschule Schaffhausen,2013,public,other,26.57,15.34,165.0,0,313.0,0,CH
CH0032,Pädagogische Hochschule Graubünden,2013,public,other,80.24,68.33,398.0,0,282.0,0,CH
CH0033,Eidgenössisches Hochschulinstitut für Berufsbildung,2013,public,other,150.6,87.27,575.0,0,134.0,0,CH
CH0035,Universitäre Fernstudien Schweiz,2013,private,other,62.75,50.55,879.0,0,,0,CH
CH0036,Pädagogische Hochschule Luzern,2013,public,other,252.46,174.58,1954.0,0,9.0,0,CH
CH0037,Pädagogische Hochschule Schwyz,2013,public,other,40.82,32.87,277.0,0,46.0,0,CH
CH0038,Pädagogische Hochschule Zug,2013,public,other,70.88,57.36,309.0,0,21.0,0,CH
CY0001,Πανεπιστήμιο Κύπρου,2013,public,uni,879.0,380.0,6573.0,0,82.0,0,CY
CY0002,Ανοικτό Πανεπιστήμιο Κύπρου,2013,public,uni,207.0,145.0,3843.0,1,57.0,0,CY
CY0003,Τεχνολογικό Πανεπιστήμιο Κύπρου,2013,public,uni,552.0,328.0,2477.0,0,56.0,0,CY
CY0004,Πανεπιστήμιο Λευκωσίας,2013,private,uni,329.0,206.0,5438.0,0,60.0,0,CY
